EXP;PROJECT;VERSIONS_AHEAD;CONFIG;FIT_MEAN;FIT_STD;SCORE_MEAN;SCORE_STD;MAE;RMSE;MAPE;R2 
1;jenkinsci_jenkins_measures;1;(5, 100, 'adam', 0.01, 'relu', 0.1, 50, 1);19.72682728767395;7.921989091088443;0.14574685096740722;0.016153540779578927;3422.3150390625;3530.752652776458;4.4274537661140005;-74.0052196021614
1;jenkinsci_jenkins_measures;5;(5, 100, 'adam', 0.01, 'relu', 0.1, 50, 1);19.416182565689088;7.164423733724865;0.16034340858459473;0.029796046127527648;3133.4868546195653;3463.3589122591875;4.066678464702471;-52.065150955235005
1;jenkinsci_jenkins_measures;10;(5, 100, 'adam', 0.01, 'relu', 0.1, 50, 1);17.99438853263855;7.08088677203024;0.15718111991882325;0.025806854930502953;7445.562398097827;7736.423117082447;9.647888543082281;-1135.876272215671
1;jenkinsci_jenkins_measures;20;(5, 100, 'adam', 0.01, 'relu', 0.1, 50, 1);17.244981479644775;6.427868988411541;0.1643810749053955;0.022967078900010846;3156.5034970238094;3432.845788162364;3.880205665503732;-81.47628438396464
1;jenkinsci_jenkins_measures;40;(5, 100, 'adam', 0.01, 'relu', 0.1, 50, 1);14.432333612442017;4.936391630409093;0.16361780166625978;0.030152198650046556;3788.8741319444443;3986.0203701723453;4.567397455461228;-326.30310145080256
1;jenkinsci_jenkins_measures;average;(5, 100, 'adam', 0.01, 'relu', 0.1, 50, 1);17.762942695617678;6.706312043132836;0.1582540512084961;0.024975143877533384;4189.348384149629;4429.880168090561;5.317924778972743;-333.94520572156694
1;jenkinsci_jenkins_measures;1;(5, 100, 'adam', 0.01, 'relu', 0.1, 50, 2);30.862294292449953;11.501436577317406;0.272199821472168;0.03444460983399416;7464.34912109375;7550.517733110156;9.334061383704995;-662.7442609223151
1;jenkinsci_jenkins_measures;5;(5, 100, 'adam', 0.01, 'relu', 0.1, 50, 2);30.7301362991333;11.273992397466644;0.25225629806518557;0.014947054059538398;7166.581657608696;7530.589882794518;9.098850794074545;-1372.6428729702764
1;jenkinsci_jenkins_measures;10;(5, 100, 'adam', 0.01, 'relu', 0.1, 50, 2);29.144658041000366;11.845473524703019;0.2457751750946045;0.021235009843719732;3306.2841032608694;3741.022665293257;4.186022103080697;-83.15501777022084
1;jenkinsci_jenkins_measures;20;(5, 100, 'adam', 0.01, 'relu', 0.1, 50, 2);28.21099672317505;11.253422821849306;0.2534505844116211;0.02861640347399329;5166.905840773809;5581.541954142015;6.540299762431326;-377.5613643239261
1;jenkinsci_jenkins_measures;40;(5, 100, 'adam', 0.01, 'relu', 0.1, 50, 2);24.238784980773925;8.730483852502525;0.2649657726287842;0.022573516826619525;5565.288368055555;5840.648723786941;6.760095258163392;-1364.7205012252325
1;jenkinsci_jenkins_measures;average;(5, 100, 'adam', 0.01, 'relu', 0.1, 50, 2);28.637374067306517;10.920961834767779;0.25772953033447266;0.02436331880757302;5733.881818158536;6048.864191825378;7.18386586029099;-772.1648034423941
1;jenkinsci_jenkins_measures;1;(5, 100, 'adam', 0.01, 'relu', 0.1, 100, 1);19.25268120765686;7.380251618916331;0.14076414108276367;0.021629915618863092;1500.3255208333333;1714.1447178995918;1.8770265320702095;-22.795882487026763
1;jenkinsci_jenkins_measures;5;(5, 100, 'adam', 0.01, 'relu', 0.1, 100, 1);18.815703344345092;7.046693946425576;0.14530410766601562;0.018086094188425612;4551.568410326086;4764.5687079588215;5.871908522256282;-95.39426838386318
1;jenkinsci_jenkins_measures;10;(5, 100, 'adam', 0.01, 'relu', 0.1, 100, 1);17.38933973312378;6.749198324292584;0.1342264175415039;0.02039584529379387;2877.345380434783;3298.6664167863273;3.776760939104425;-83.2564980547456
1;jenkinsci_jenkins_measures;20;(5, 100, 'adam', 0.01, 'relu', 0.1, 100, 1);16.58249635696411;6.124466842749966;0.14743590354919434;0.008671837838293296;6165.332775297619;6400.323424232123;7.80964802523945;-284.0133095949345
1;jenkinsci_jenkins_measures;40;(5, 100, 'adam', 0.01, 'relu', 0.1, 100, 1);14.099371337890625;5.040818611089773;0.15602340698242187;0.01962517440783543;7659.431640625;8021.187069810604;9.255096263755783;-4389.095600884315
1;jenkinsci_jenkins_measures;average;(5, 100, 'adam', 0.01, 'relu', 0.1, 100, 1);17.227918395996095;6.468285868694847;0.1447507953643799;0.01768177346944226;4550.800745503364;4839.778067337494;5.7180880564852306;-974.9111118809769
1;jenkinsci_jenkins_measures;1;(5, 100, 'adam', 0.01, 'relu', 0.1, 100, 2);31.4322389125824;11.43886394689959;0.2983680725097656;0.03169929183791363;4763.513606770833;4855.449228858661;5.945426033748961;-391.4680394249755
1;jenkinsci_jenkins_measures;5;(5, 100, 'adam', 0.01, 'relu', 0.1, 100, 2);31.461252212524414;12.247991360480885;0.29826745986938474;0.02470750036018162;5630.897486413043;5891.068944848045;6.962544273877971;-370.6091928670945
1;jenkinsci_jenkins_measures;10;(5, 100, 'adam', 0.01, 'relu', 0.1, 100, 2);28.565600061416625;10.766878223860045;0.3007373809814453;0.022811704044499986;6837.920176630435;7053.488303900175;8.552830197193252;-669.7092050787138
1;jenkinsci_jenkins_measures;20;(5, 100, 'adam', 0.01, 'relu', 0.1, 100, 2);28.1681369304657;10.570903752901469;0.3111316680908203;0.024442341623750172;4828.8450892857145;5020.321590131445;6.01028771594683;-293.48853172542874
